,Wavelength,Chymo.,Hem,HSA,hum. IgG,Lys,bov. IgG,Mean Absorption,Absorption Std Dev,Mean Absorption Coefficient,Absorption Coefficient Std Dev
0,195,0.485792349726775,0.4459016393442623,0.4475409836065573,0.4683840749414515,0.521311475409836,0.4616803278688517,0.4717684751496223,0.02835654194120846,27.669705287367872,1.6631402898069476
1,196,0.5314590163934417,0.4882622950819662,0.4983114754098362,0.498734426229507,0.5730327868852454,0.4984959016393439,0.5147159836065568,0.03215147104721443,30.188620739387492,1.8857167769627228
2,197,0.57250819672131,0.5098852459016385,0.5351654247391955,0.5452393442622953,0.6121770491803281,0.5376955503512878,0.5521118018593426,0.035634723418627834,32.38192386271804,2.0900131037318372
3,198,0.5985245901639336,0.5229639344262296,0.559007451564828,0.5714655737704912,0.6356426229508191,0.5705807962529275,0.5763641615215382,0.03798763929799854,33.80434964935708,2.228014035073228
4,199,0.6149595628415296,0.531704918032787,0.5741030444964869,0.5847868852459014,0.651134426229508,0.5883606557377051,0.5908415820973197,0.04009249824090969,34.65346522564925,2.3514661724873718
5,200,0.6293340163934427,0.538606557377049,0.5835928961748633,0.5965710382513661,0.6622698612862548,0.5970081967213113,0.6012304277007147,0.041923723467694074,35.26278168332637,2.45886941159496
6,201,0.6146680327868852,0.5280437158469949,0.5709398907103822,0.5839180327868854,0.6495283732660783,0.5866557377049177,0.5889589638503572,0.04097726163459681,34.54304773315877,2.403358453642041
7,202,0.5985573770491802,0.5136780923994043,0.5523201542912243,0.5611420765027333,0.6257517564402804,0.5608852459016395,0.5687224504307437,0.03888512595763863,33.35615545048349,2.2806525488351097
8,203,0.5709508196721321,0.4965318761384334,0.531209257473481,0.5347540983606567,0.6006557377049178,0.5319081967213115,0.5443349976784888,0.036287932529126835,31.925806315453883,2.1283244885118373
9,204,0.5371516393442617,0.4748754098360666,0.4945846994535518,0.4934098360655747,0.5644426229508208,0.4944524590163934,0.5098194444444448,0.033732307973584896,29.90143369175629,1.9784344852542457
10,205,0.5041894353369769,0.4514098360655739,0.4680510018214936,0.4580327868852462,0.5327868852459016,0.460109289617486,0.4790965391621131,0.032264722003419045,28.099503763173782,1.892359061784108
11,206,0.4735154826958103,0.4309230769230771,0.4350382513661203,0.4313859910581225,0.5045245901639346,0.4338770491803277,0.45154407356456533,0.030678388706753653,26.483523376220838,1.7993189857333518
12,207,0.4457704918032794,0.4102014051522251,0.4064262295081971,0.4000655737704928,0.4754754098360654,0.4078907103825135,0.4243049700754622,0.029848680676550415,24.88592199856083,1.7506557581554494
13,208,0.4136252927400474,0.3885105386416864,0.3790856102003641,0.3605355191256825,0.4474566744730673,0.3672622950819678,0.39274598837713587,0.03262110495835971,23.034955330037292,1.9132612878803346
14,209,0.3795409836065575,0.3671868852459019,0.3531409836065567,0.3319250585480094,0.4180196721311479,0.3300196721311479,0.36330554254488695,0.0330705081530392,21.308242964509496,1.9396192465125626
15,210,0.3551366120218583,0.3460218579234975,0.3282950819672133,0.3058469945355191,0.3961400894187779,0.3057377049180328,0.33952972346414984,0.03433103618847912,19.913766772090895,2.013550509588218
16,211,0.3318934426229509,0.3289421915444349,0.3066706408345754,0.2859089253187615,0.379827123695976,0.2827322404371585,0.31932909407564286,0.0361296551318631,18.72897912467113,2.119041356707513
17,212,0.3124655737704925,0.3122329594477998,0.2869250585480095,0.2652581967213114,0.3644292101341277,0.2626921675774136,0.3006671943665258,0.03800870796001941,17.6344395522889,2.229249733725478
18,213,0.2974426229508198,0.2974426229508197,0.268192037470726,0.2468269581056468,0.3514932935916538,0.249295081967213,0.2851154361728132,0.03935846992701825,16.722312972012503,2.3084146584761434
19,214,0.2849999999999998,0.2836393442622952,0.2541311475409837,0.2360910746812385,0.342087431693989,0.2355052160953797,0.2727423690456477,0.040383243563417714,15.996619885375228,2.36851868407142
20,215,0.2739247830279651,0.2699786172487529,0.2402086438152013,0.2194336810730251,0.3373472429210134,0.2206557377049176,0.26025811763181256,0.04440937651047809,15.264405726206013,2.604655513811031
21,216,0.2649932497589198,0.2591760513186031,0.2238956780923995,0.2081400894187779,0.3298181818181818,0.2068524590163933,0.24881261823721257,0.0468334888327728,14.5931154391327,2.7468321896054424
22,217,0.2562824716267339,0.2483734853884534,0.2108065573770493,0.1992534678436318,0.326407494145199,0.1981358313817329,0.23987655129380006,0.04912543808624697,14.069005940985338,2.881257365762285
23,218,0.2488499369482976,0.2380765027322404,0.1988437158469947,0.1914605067064084,0.3242719382835101,0.190227782571182,0.23195506384810557,0.051619086748842,13.604402571736395,3.02751241928692
24,219,0.2420580075662043,0.2288743169398908,0.1882314368370301,0.1851584699453552,0.3202121504339441,0.1822364106988784,0.2244617987368838,0.05317443164645422,13.164914881928667,3.118734993926933
25,220,0.2355611601513242,0.2196721311475411,0.1776759884281584,0.1759562841530058,0.3159463487332342,0.1742450388265748,0.21650949190663973,0.05513536884996033,12.698503924143091,3.233745973604711
26,221,0.2270668348045398,0.2090767903364972,0.1666622950819675,0.171309749784297,0.3084172876304025,0.1696393442622951,0.20869538364999984,0.05472102738221054,12.240198454545444,3.2094444212440196
27,222,0.2193934426229508,0.1981794650560831,0.1556196721311478,0.1669508196721313,0.3004945355191255,0.1652473919523099,0.20098088782562473,0.05429991597802876,11.787735356341624,3.1847458051629767
28,223,0.2124918032786885,0.1873357091945833,0.1453573770491805,0.1608524590163937,0.2900546448087428,0.1600327868852457,0.19268746337213907,0.053331329709566305,11.301317499832201,3.127937226367525
29,224,0.2028437158469944,0.1765331432644336,0.1356950819672132,0.1538875878220142,0.2754721311475411,0.1531311475409836,0.18292713459819668,0.0509197263102426,10.728864199307722,2.9864942117444335
30,225,0.1927868852459014,0.1657305773342839,0.1262122519413287,0.1445901639344262,0.2629508196721308,0.1462295081967214,0.17308336772079871,0.04949413091936891,10.151517168375289,2.902881578848616
31,226,0.183584699453552,0.1556229508196722,0.1174943917169974,0.1376885245901639,0.2491475409836067,0.1384704205274413,0.1636680880152389,0.04734976856517249,9.599301349867384,2.777112525816568
32,227,0.1741538461538462,0.1456539162112932,0.1087765314926661,0.1307868852459016,0.2353442622950821,0.1306685673556665,0.1542306681257426,0.04521232341007164,9.045786986847071,2.6517491736112397
33,228,0.1644459016393442,0.1364069431051108,0.1017540983606557,0.1238852459016394,0.2188852459016395,0.1230655737704918,0.14474050144648024,0.041731928173923925,8.489178970468048,2.447620420758001
34,229,0.1534032786885247,0.1274754098360655,0.0948524590163934,0.1166338797814209,0.2012604735883424,0.1161639344262297,0.1349649058894961,0.03765549064720204,7.915830257448451,2.208533175788976
35,230,0.1414754098360661,0.1152459016393441,0.0875081967213114,0.1074316939890714,0.183463114754098,0.1090260366441662,0.12402505893067621,0.0339065258756766,7.274197004731741,1.9886525440279528
36,231,0.1276721311475413,0.1055384615384615,0.0792262295081965,0.0982295081967214,0.1653278688524586,0.0992825458052075,0.11254612417476445,0.030182509433794087,6.600945699399674,1.7702351574072777
37,232,0.1108415300546445,0.0954863387978143,0.0709442622950817,0.0886803278688524,0.1474535519125681,0.0894262295081968,0.10047204007285963,0.0263537096540786,5.892788274068013,1.545672120473818
38,233,0.0951475409836063,0.0847504553734063,0.0637062295081966,0.0783278688524589,0.1265761124121778,0.0779234972677594,0.08773861739960089,0.021608455377482634,5.145959964785975,1.2673580866558727
39,234,0.0809981785063753,0.0749210134128168,0.0565285245901639,0.0692208293153326,0.107008196721311,0.06847868852459,0.07619257184509827,0.017141163303399966,4.468772542234502,1.0053468213137808
40,235,0.0595264116575593,0.0673919523099852,0.0493508196721312,0.0602892960462872,0.0907728337236532,0.0601967213114752,0.06458800578684855,0.014064573870445688,3.7881528320732283,0.8249016932812719
41,236,0.0522786885245902,0.061149180327869,0.0427972389991372,0.0534928961748634,0.079055737704918,0.0530983606557376,0.0569786837311859,0.012289835684091708,3.341858283354011,0.7208114770728273
42,237,0.0454577553593948,0.054937704918033,0.0362588438308887,0.0468733233979137,0.0692459016393442,0.0461967213114754,0.04982837507617496,0.011209828934266954,2.922485341711141,0.6574679726842787
43,238,0.0396179066834805,0.0505737704918034,0.0314027084818246,0.0380894187779435,0.0601460506706407,0.0397466467958271,0.04326275031691997,0.010310855129009873,2.537404710669793,0.6047422363055643
44,239,0.0337780580075662,0.0474366616989568,0.0272017106200997,0.031816393442623,0.0513621460506706,0.0334724292101341,0.03751123317167507,0.009584653442440279,2.2000723267844613,0.5621497620199576
45,240,0.0279382093316519,0.0442995529061103,0.0230007127583748,0.0262950819672131,0.0461943793911007,0.0275,0.03253798939240846,0.010013033671392715,1.908386474628062,0.58727470213447
46,241,0.0255956284153005,0.0404432786885246,0.0203528493364558,0.0228196721311475,0.0414344262295082,0.0240491803278688,0.02911583918813423,0.009322586539930811,1.7076738526764943,0.5467792692041531
47,242,0.0232950819672131,0.0365783606557377,0.0177236533957845,0.0193688524590164,0.0371209016393443,0.0205983606557377,0.025780868462138947,0.008766440276902574,1.5120743966063896,0.5141607200529368
48,243,0.0209945355191257,0.0327560270009643,0.0157114754098361,0.0165616535994298,0.0336082830025885,0.0175683060109289,0.02286671342381222,0.008194012712808299,1.3411562125403058,0.4805872558831846
49,244,0.0186939890710383,0.0311321118611379,0.0143311475409836,0.0141610833927299,0.0314288179465056,0.0146926229508197,0.020739962127202503,0.008334977882185117,1.2164200661115836,0.4888550077527927
50,245,0.0163934426229509,0.0295081967213115,0.0130402384500745,0.0117605131860299,0.0292008196721311,0.0118169398907104,0.018620025090534717,0.008484480604978877,1.092083583022564,0.49762349589318916
51,246,0.0163934426229509,0.0269985096870342,0.0124128166915052,0.0114754098360656,0.0266127049180327,0.0114754098360656,0.0175613822652757,0.007388311674970917,1.0299930947375777,0.43333206304814753
52,247,0.0163934426229509,0.024488822652757,0.0117853949329359,0.0114754098360656,0.0243890710382513,0.0114754098360656,0.01666792515317105,0.006302720113179332,0.9775909180745481,0.3696610037055326
53,248,0.0163934426229509,0.0229508196721311,0.0114754098360656,0.011257981018119,0.0234688524590163,0.0112209211553474,0.01612790446060505,0.005830138004195692,0.9459181501821141,0.34194357795869157
54,249,0.0163934426229509,0.0229508196721311,0.0114754098360656,0.0098050043140638,0.0234148802017654,0.0105636221701795,0.01576719646952605,0.00618915254820349,0.9247622562771876,0.3630001494547501
55,250,0.0163896301944339,0.0229508196721311,0.0114754098360656,0.0083520276100087,0.0244766708701134,0.0099063231850117,0.015591813561294065,0.006861723585016156,0.914475868697599,0.4024471310859915
56,251,0.0160686237133054,0.0229508196721311,0.0114754098360656,0.008783762685402,0.0239737704918032,0.0103964232488822,0.015608134941264916,0.006556284609087005,0.9154331343850389,0.3845328216473316
57,252,0.0157476172321769,0.0229508196721311,0.0114754098360656,0.0094410616705698,0.023283606557377,0.0110238450074515,0.01565372666262865,0.006147565225100164,0.9181071356380438,0.3605610102698043
58,253,0.0154266107510484,0.0231442622950819,0.0114754098360656,0.0095737704918032,0.0239718969555034,0.0112717860224331,0.0158106227253226,0.006306021991543819,0.9273092507520585,0.36985466226063446
59,254,0.01510560426992,0.0238344262295081,0.0114754098360656,0.0089164715066354,0.025943793911007,0.0105452976704055,0.015970167237256933,0.007231237031409442,0.9366667001323713,0.4241194739829584
60,255,0.0147845977887915,0.0245245901639343,0.0114910226385636,0.0082591725214676,0.0279016393442623,0.0098516783762685,0.0161354501388813,0.008169919513990369,0.9463607119578474,0.4791741650434233
61,256,0.0156909836065574,0.0262935916542473,0.0121483216237314,0.0100704918032787,0.0292819672131147,0.0105089773614363,0.017332388877060966,0.00838997539917948,1.0165623974815814,0.49208066857357646
62,257,0.0167262295081968,0.0281758569299552,0.0128056206088993,0.0121409836065574,0.0306622950819672,0.0111662763466042,0.018612877013696683,0.008616959930187816,1.0916643409792774,0.5053935442925405
63,258,0.0177614754098361,0.029911475409836,0.0131147540983607,0.0127824143070045,0.0315543964232489,0.011823575331772,0.01949134849667637,0.008961630771819605,1.1431875951129833,0.5256088429219709
64,259,0.0187967213114755,0.0312918032786885,0.0131147540983607,0.0121549925484351,0.0321818181818182,0.0124808743169399,0.020003493955952984,0.009411028912230252,1.1732254519620517,0.5519665051161436
65,260,0.0198574483250179,0.032672131147541,0.0131033168128097,0.0115275707898658,0.0328103044496487,0.0131789023521027,0.020524945646164302,0.009888654004787566,1.2038091288072903,0.5799797070256636
66,261,0.0210577334283678,0.0327868852459017,0.0127823103316813,0.0117697293175753,0.0334676034348166,0.0149793300071276,0.021140598627578385,0.009830903437943943,1.2399178080691133,0.5765925770055098
67,262,0.0222580185317177,0.0327868852459017,0.0124613038505528,0.0120907357987038,0.0341249024199844,0.0167797576621525,0.021750267251502153,0.009792790186657694,1.2756754986218268,0.5743571956983984
68,263,0.0235066354410616,0.0322310694769711,0.0121402973694243,0.0124117422798322,0.0351058122205663,0.0176330991412958,0.022171442654858552,0.009866599582770938,1.3003778683201495,0.5786861925378848
69,264,0.0248212334113974,0.0309164715066354,0.0118192908882958,0.0127327487609607,0.0363606557377049,0.0163185011709602,0.022161483579325732,0.010152270742230476,1.2997937583182246,0.5954410992510543
70,265,0.0261358313817331,0.0296018735362997,0.0114982844071673,0.0130537552420892,0.0376154992548435,0.0150039032006245,0.022151524503792885,0.010562824787848805,1.299209648316298,0.6195205154163521
71,266,0.0275114754098361,0.0295081967213115,0.0124134346261495,0.0136471506635441,0.0393770491803278,0.0164311475409835,0.02314807569035875,0.010709689034559787,1.35765839826151,0.6281342542263804
72,267,0.0288918032786885,0.0295081967213115,0.0134234306277489,0.014304449648712,0.0411774768353528,0.0185016393442621,0.024301166076012636,0.010815645713835663,1.4252883329039667,0.6343487222191003
73,268,0.0295081967213115,0.0295081967213115,0.0144334266293483,0.0149617486338798,0.0427661777394305,0.0199448584202682,0.025187100810924967,0.010899982809365744,1.4772493144237515,0.6392951794349409
74,269,0.0295081967213115,0.0295081967213115,0.0154434226309476,0.0156190476190476,0.0434926660914581,0.0205722801788375,0.025690634993818965,0.010758249446422258,1.506782111074426,0.6309823722241792
75,270,0.0295081967213115,0.0294482207117153,0.0163734506197521,0.0162763466042155,0.0442191544434858,0.0211997019374068,0.02617084517298117,0.010641643485198745,1.5349469309666373,0.6241433129148823
76,271,0.0306885245901639,0.0284382247101159,0.0160367852858857,0.0179403874813711,0.0455606557377049,0.0213114754098361,0.026662675535846267,0.010900613620216975,1.563793286559898,0.6393321771388254
77,272,0.0319433681073025,0.0274282287085165,0.0157001199520192,0.0198226527570789,0.0469409836065574,0.0213114754098361,0.027191138090218434,0.011257040527669883,1.5947881577840721,0.6602369810950077
78,273,0.0330250215703193,0.0264182327069172,0.0153634546181528,0.0214633304572907,0.0471693989071038,0.0213114754098361,0.027458485611603318,0.011319063089368869,1.61046836431691,0.6638746679981741
79,274,0.0337515099223469,0.0254082367053178,0.0150267892842863,0.0221898188093183,0.0465120999219359,0.0213114754098361,0.027366655008840213,0.011197204602501287,1.6050824052105694,0.6567275426686972
80,275,0.0343793911007026,0.0245901639344262,0.0147540983606558,0.0229163071613459,0.046,0.0213114754098361,0.02732523932782777,0.011132169647752778,1.6026533330104262,0.6529131758212772
81,276,0.0337220921155348,0.0245901639344262,0.0147540983606558,0.0229508196721311,0.0473803278688524,0.0217984213721918,0.027532653887298683,0.011472259270449175,1.6148184098122391,0.672859781258016
82,277,0.0330647931303669,0.0245901639344262,0.0147540983606558,0.0229508196721311,0.0487606557377049,0.0223096539162112,0.02773836412524935,0.011842308802738339,1.6268835264075863,0.694563566143011
83,278,0.0331662763466042,0.0245901639344262,0.0147540983606558,0.0227377049180327,0.0491803278688525,0.0228208864602306,0.027874909648133665,0.011973292556064774,1.634892061474115,0.7022458977164089
84,279,0.0338235753317721,0.0245901639344262,0.0147540983606558,0.0221102831594634,0.0491803278688525,0.0223073770491803,0.02779430428405838,0.012136243790125038,1.6301644741383212,0.7118031548460432
85,280,0.0344262295081968,0.0245901639344262,0.0147261095561775,0.0214828614008942,0.0491256830601093,0.0214446721311475,0.027632619931825253,0.012329230878348049,1.620681520928167,0.7231220456509119
86,281,0.0344262295081968,0.0239408236705317,0.0143894442223111,0.0218131147540983,0.0484683840749414,0.0213114754098361,0.027391578606652565,0.012188257989315098,1.6065441998036691,0.7148538410155482
87,282,0.0344262295081968,0.0232674930027988,0.0140527788884446,0.0225032786885245,0.0478110850897736,0.0213114754098361,0.0272287234312624,0.012017306007885448,1.5969925766136304,0.7048273318407886
88,283,0.0341170960187354,0.0225941623350659,0.0137161135545782,0.0224886807181888,0.0467665886026542,0.0209901639344262,0.026778800860608118,0.011776422905050567,1.5706041560473967,0.6906992906188015
89,284,0.0334597970335675,0.021920831667333,0.0133794482207117,0.0211740827478532,0.0454519906323185,0.0196098360655737,0.025832664394559602,0.011609497129902585,1.5151122812058415,0.6809089225749315
90,285,0.0328024980483997,0.0212504765535646,0.012903981264637,0.0198594847775175,0.0442052744119744,0.0182295081967212,0.02487520387546907,0.011508823987973694,1.4589562390304438,0.6750043394705978
91,286,0.0320776531492666,0.0206084635913076,0.0119180327868852,0.019134128166915,0.0436051318602993,0.0180327868852459,0.024229366073319932,0.011541705375629796,1.421077189051022,0.6769328666058531
92,287,0.031351164797239,0.0199664506290507,0.0109320843091335,0.0185067064083457,0.0430049893086243,0.0180327868852459,0.023632363722939847,0.01155198815595229,1.3860623884422196,0.6775359622259407
93,288,0.0302444113263785,0.0193244376667937,0.0099461358313818,0.017695081967213,0.0415668679896461,0.0175767511177346,0.022725614316524617,0.011298011058257371,1.3328806050747575,0.6626399447658281
94,289,0.0289895678092399,0.0186824247045367,0.00896018735363,0.0163147540983606,0.0386609145815357,0.0163219076005961,0.021321626024649834,0.010670377306378369,1.2505352507126,0.6258285810192591
95,290,0.0276580796252927,0.0180404117422798,0.0081259314456036,0.0149344262295082,0.0358326143226919,0.0150670640834575,0.019943087908138948,0.010041173342558544,1.169682575257416,0.5889251227307063
96,291,0.0256861826697892,0.0183575331772053,0.0078122205663189,0.0137106200997862,0.0336531492666091,0.0138122205663189,0.0188386543910046,0.009377989071719628,1.1049064158946977,0.5500286845583359
97,292,0.0237142857142856,0.0186861826697892,0.0074985096870343,0.0125103349964362,0.0314736842105263,0.0125573770491803,0.017740062387875316,0.008766966795215613,1.0404728673240653,0.5141916008924112
98,293,0.0221818181818181,0.0190148321623731,0.0071847988077496,0.0111751509922346,0.0282131147540983,0.0111751509922346,0.016490810981751383,0.007991057457353007,0.9672029901320458,0.46868372183888596
99,294,0.0209269746646795,0.019343481654957,0.0068710879284649,0.0089956859361518,0.0247622950819672,0.0089956859361518,0.014982535200395367,0.007582588251199585,0.8787410674718689,0.44472658364806944
100,295,0.019672131147541,0.019672131147541,0.0065573770491803,0.006816220880069,0.0213114754098361,0.006816220880069,0.013474259419039401,0.007412845587271006,0.7902791448116949,0.4347710021859827
101,296,0.0184172876304024,0.0183575331772053,0.0058840463814474,0.0065573770491803,0.0197064430041936,0.0065573770491803,0.012580010715268217,0.0068646890047893054,0.7378305404849393,0.4026210559993727
102,297,0.0171624441132638,0.0170429352068696,0.0052107157137145,0.0065573770491803,0.0181014105985512,0.0065573770491803,0.011772043288459952,0.006234358358819854,0.6904424216105542,0.36565151664632567
103,298,0.0152683347713546,0.015728337236534,0.0045373850459816,0.0062537419814682,0.0164963781929088,0.0061868852459016,0.0107451770790248,0.005618805042255968,0.6302156644589325,0.329548682830262
104,299,0.0123623813632441,0.0144137392661983,0.0038640543782487,0.0056535994297932,0.0148913457872664,0.0048065573770491,0.009331946266966632,0.005095533372520284,0.5473282268015619,0.2988582623179052
105,300,0.0098360655737705,0.0131147540983607,0.0032786885245902,0.0050534568781182,0.013286313381624,0.0034262295081967,0.007999251327443386,0.004676948300167364,0.46916430072981724,0.27430781819163425
